,DATE,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Total Cloud Cover [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Snow Depth [cm],Moisture,Albedo (CMP11)
165,2000-06-14,1114.945,950.788,180.280985,30.04,12.888,-1.474,12.76,61.0,4.325,234.85,813.4185,0.0,1.153,0.0,0.1652
166,2000-06-15,1024.815,929.2249999999999,180.106875,29.61,12.6565,-1.6239999999999999,12.805,30.0,3.7,74.4,818.6554999999998,0.0,1.0945,0.0,0.1635
167,2000-06-16,877.8589999999998,449.966,178.70932,31.32,13.279000000000002,-1.42,11.85,91.0,4.2,234.0,812.7260000000001,0.0,0.985,0.0,0.1732
168,2000-06-17,998.48,894.875,179.34517,29.31,13.72,2.809,18.46,17.0,3.7,28.6,811.16,0.0,1.022,0.0,0.1632
169,2000-06-18,1010.29,929.0219999999999,174.68875500000001,18.705,9.761,2.0895,33.055,21.0,3.7,116.4,820.4869999999999,0.0,1.2265000000000001,0.0,0.1654
170,2000-06-19,184.7075,1.135665,179.39465,14.34,11.221,8.8885,68.41,99.0,2.2,200.15,818.8295,0.508,1.157,0.0,0.18375
171,2000-06-20,1026.1399999999999,993.226,180.032105,26.7,11.245000000000001,-2.6475,14.27,36.0,4.45,116.1,816.9345000000001,0.0,1.341,0.0,0.1586
172,2000-06-21,144.36599999999999,1.16776,179.03671500000002,21.4,11.3155,3.622,30.58,97.0,1.45,154.3,817.6755,0.0,0.998,0.0,0.18209999999999998
173,2000-06-22,1038.19,946.9385,181.30777999999998,24.695,14.006499999999999,7.0794999999999995,32.03,30.5,3.45,83.15,820.825,0.0,1.274,0.0,0.161
174,2000-06-23,996.361,958.414,179.90681999999995,25.54,15.197,8.964,35.8,10.0,3.2,44.73,820.477,0.0,1.284,0.0,0.1575
175,2000-06-24,1013.415,955.3499999999999,180.13929000000002,30.455,14.7055,3.8289999999999997,18.48,24.0,3.45,72.455,817.0364999999999,0.0,1.1855,0.0,0.16135
176,2000-06-25,363.33,13.0947,171.47374,31.0,14.815,3.487,17.3,93.0,2.7,127.5,815.201,0.0,0.944,0.0,0.1664
177,2000-06-26,232.574,0.972723,159.01362,22.86,15.491,10.862,46.23,92.0,2.45,81.1,819.45,0.0,1.12,0.0,0.1753
178,2000-06-27,1051.14,970.023,180.0344,28.35,14.168,4.387,21.72,33.0,3.45,107.0,814.217,0.0,1.2919999999999998,0.0,0.1603
179,2000-06-28,600.8215,124.757,181.889475,30.03,14.3825,3.5890000000000004,18.67,93.0,2.45,113.05,807.8870000000002,0.0,1.123,0.0,0.1685
180,2000-06-29,735.709,229.101,179.71065,29.82,13.334,0.507,14.87,99.0,2.45,119.2,807.846,0.0,1.082,0.0,0.1737
181,2000-06-30,1035.01,996.9929999999999,179.95682500000004,23.595,12.371,4.541,29.225,21.0,3.95,117.05000000000001,813.1785,0.0,1.2315,0.0,0.1665
182,2000-07-01,1018.47,977.531,181.0049,26.62,11.919,-0.422,16.79,19.0,4.7,126.3,816.773,0.0,1.287,0.0,0.1657
183,2000-07-02,784.903,504.334,180.05681,30.53,13.373,-0.561,13.13,63.0,3.95,50.4,817.95,0.0,0.997,0.0,0.17
184,2000-07-03,374.996,30.8675,185.84918,26.689999999999998,15.823,9.9345,34.595,87.0,2.95,94.05000000000001,821.29,0.0,1.0350000000000001,0.0,0.17625000000000002
185,2000-07-04,348.324,4.25623,181.35608,27.53,15.407,7.9529999999999985,28.97,99.0,2.7,256.0,820.061,0.0,0.973,0.0,0.1734
186,2000-07-05,1063.04,952.222,181.21701,30.26,15.44,5.922999999999999,21.27,63.0,3.2,99.9,818.952,0.0,1.255,0.0,0.1644
187,2000-07-06,1024.06,894.482,174.83796999999996,31.28,15.622,5.352,19.14,59.0,2.7,120.0,818.568,0.0,1.138,0.0,0.1665
188,2000-07-07,344.77700000000004,6.50539,186.76547,31.51,13.738,-0.504,13.04,97.0,3.575,260.3,815.0899999999999,0.0,0.9055,0.0,0.1804
189,2000-07-08,1038.14,964.047,180.06125,32.12,13.519,-1.511,11.26,36.0,4.45,85.5,814.0,0.0,1.119,0.0,0.172
190,2000-07-09,1046.25,898.712,181.4879,30.38,13.55,0.544,14.61,68.0,3.95,74.74,817.183,0.0,1.063,0.0,0.1734
191,2000-07-10,1019.56,985.221,179.8467,33.33,13.725,-3.131,9.0,21.0,3.95,113.0,819.939,0.0,1.173,0.0,0.1724
192,2000-07-11,999.789,956.184,180.12905999999998,29.384999999999998,15.819500000000001,7.8865,26.25,25.0,3.45,94.85,823.681,0.0,1.1535,0.0,0.17235
193,2000-07-12,734.7655,200.0995,171.78409499999998,32.585,14.8325,2.288,15.395,97.0,3.45,72.35499999999999,818.229,0.0,0.934,0.0,0.17935
194,2000-07-13,638.9225000000001,217.9135,179.95050500000002,33.185,15.8605,4.864000000000001,16.875,85.0,3.45,71.32,814.3444999999999,0.0,0.924,0.0,0.1767
195,2000-07-14,531.562,131.03050000000002,181.35836999999998,21.87,14.565,10.361,48.28,80.0,2.95,56.17,818.6990000000001,0.0,1.1055000000000001,0.0,0.17959999999999998
196,2000-07-15,434.889,8.969249999999999,178.32472,21.61,15.607500000000002,12.6465,56.055,84.0,1.95,100.2,821.7974999999999,0.0,1.1909999999999998,0.0,0.18380000000000002
197,2000-07-16,441.266,39.81015,168.85347499999997,30.1,15.2235,5.8475,22.07,86.5,3.45,136.45,819.0049999999999,0.0,1.109,0.0,0.17645
198,2000-07-17,910.0944999999999,612.4345000000001,178.95223,32.224999999999994,15.487,4.467499999999999,17.42,62.5,3.45,63.595,819.058,0.0,1.0605,0.0,0.1724
199,2000-07-18,402.86300000000006,19.5777,179.98952,32.19,14.867,2.7,15.22,89.0,2.95,121.5,818.123,0.0,1.054,0.0,0.1771
200,2000-07-19,297.449,1.994815,183.872655,26.85,14.036999999999999,4.1985,22.865000000000002,99.0,3.2,234.3,819.3805000000001,0.0,0.917,0.0,0.18395
201,2000-07-20,979.808,937.1310000000001,180.26071000000002,30.775,15.988,6.784999999999999,21.94,15.0,4.2,75.36,817.5585,0.0,1.166,0.0,0.17504999999999998
202,2000-07-21,942.5645,802.465,180.22698499999996,24.96,17.101,13.099,47.68,76.0,2.95,88.30000000000001,818.7160000000001,0.0,1.112,0.0,0.1751
203,2000-07-22,782.002,351.971,177.76119,30.39,15.854,7.018,22.87,93.0,2.95,107.4,817.015,0.0,1.085,0.0,0.1849
204,2000-07-23,999.674,922.515,179.14469,30.5,15.709,6.553,22.44,44.0,3.7,101.4,817.847,0.0,1.165,0.0,0.1785
205,2000-07-24,700.2830000000001,279.75149999999996,182.907335,28.445,17.377499999999998,11.749500000000001,36.135000000000005,85.0,4.2,43.65,817.558,0.0,1.068,0.0,0.1802
206,2000-07-25,497.387,27.69045,160.360055,26.985,15.958,9.881499999999999,34.35,94.0,2.575,73.5,819.4495,0.0,1.1135000000000002,0.0,0.17235
207,2000-07-26,173.959,0.548086,181.17532,25.05,15.35,9.647,36.25,98.0,3.7,32.09,822.682,0.0,1.125,0.0,0.1572
208,2000-07-27,982.006,939.483,181.17499,26.37,16.428,10.974,37.74,19.0,3.2,127.0,822.8919999999998,0.0,1.362,0.0,0.1627
209,2000-07-28,499.334,10.9271,181.18133,25.77,17.333,13.263,45.3,97.0,2.45,52.78,818.46,0.0,0.254,0.0,0.1683
210,2000-07-29,996.125,975.634,180.21302999999997,29.88,13.5315,0.9784999999999999,15.565000000000001,14.0,8.95,292.0,816.9735000000001,0.0,0.2525,0.0,0.1686
211,2000-07-30,1002.07,893.543,179.91746,24.65,15.667,10.606,41.02,29.0,4.45,54.61,823.196,0.0,0.395,0.0,0.1698
212,2000-07-31,948.4385,948.2875,178.992345,27.134999999999998,14.357,5.5985,25.005000000000003,11.5,3.2,58.935,823.3834999999999,0.0,0.232,0.0,0.1653
213,2000-08-01,927.0364999999999,923.693,179.68065,28.805,14.1875,3.755,20.355,12.0,3.7,84.65,822.71,0.254,0.2295,0.0,0.16645
214,2000-08-02,946.4485,576.268,172.83298000000002,24.965,15.701,10.6645,39.86,65.5,3.2,55.975,822.6244999999999,0.0,0.314,0.0,0.1689
215,2000-08-03,959.426,893.835,172.64756,26.06,16.708,11.847,41.11,20.0,2.95,108.4,820.39,0.0,0.405,0.0,0.1689
216,2000-08-04,875.155,621.469,178.9267,28.65,17.365,11.599,35.07,53.0,3.45,52.24,818.315,0.0,0.285,0.0,0.1717
217,2000-08-05,858.47,602.219,181.44847,29.32,16.992,10.265999999999998,30.68,61.0,2.95,100.6,817.8530000000002,0.0,0.257,0.0,0.1765
218,2000-08-06,262.32550000000003,2.4317900000000003,191.0913,27.244999999999997,13.745000000000001,4.6645,23.64,92.0,3.2,163.14999999999998,816.5359999999998,0.0,0.331,0.0,0.1807
219,2000-08-07,999.063,984.181,179.16951,33.1,13.473,-3.338,9.18,36.0,4.45,104.9,816.637,0.0,0.315,0.0,0.1731
220,2000-08-08,960.8199999999999,928.758,180.742745,31.765,12.516499999999999,-5.6135,8.15,21.0,4.075,113.80000000000001,819.4940000000001,0.0,0.2655,0.0,0.1773
221,2000-08-09,957.564,888.572,179.93991,33.29,12.998,-5.497000000000001,7.544,17.0,3.7,118.7,818.4739999999998,0.0,0.242,0.0,0.17800000000000002
222,2000-08-10,905.33,769.0930000000002,180.03104,25.98,15.897,10.529000000000002,37.74,37.0,3.2,79.94,820.2189999999998,0.0,0.297,0.0,0.1788
223,2000-08-11,589.1010000000001,225.5115,179.2615,31.475,13.396999999999998,-2.444,10.59,76.0,3.45,116.30000000000001,816.6935,0.0,0.2435,0.0,0.1847
224,2000-08-12,444.388,77.65965,182.219085,29.115000000000002,13.818000000000001,2.999,18.96,84.5,2.2,114.05,817.759,0.0,0.532,0.0,0.17845
225,2000-08-13,940.7085,892.9425,180.042045,32.2,13.000499999999999,-3.72,9.16,16.0,4.2,114.55,819.277,0.0,0.277,0.0,0.1817
226,2000-08-14,894.0795,782.5815,180.14863,29.744999999999997,13.69,1.394,15.81,22.5,4.7,52.585,820.544,0.0,0.217,0.0,0.18600000000000003
227,2000-08-15,855.44,691.237,179.98106,30.32,14.34,2.88,17.61,27.0,3.95,96.6,821.681,0.0,0.209,0.0,0.1897
228,2000-08-16,907.019,831.965,178.45125,31.8,14.433,2.2,16.18,11.0,3.2,99.6,823.77,0.0,0.238,0.0,0.1847
229,2000-08-17,865.0739999999998,713.774,179.940865,30.81,16.959,9.2085,27.095,37.0,3.45,54.504999999999995,825.1405,0.0,0.2155,0.0,0.1837
230,2000-08-18,859.288,740.3919999999998,178.18185,33.1,15.202,1.618,13.31,58.0,3.2,94.8,822.502,0.0,0.4320000000000001,0.0,0.1844
231,2000-08-19,887.903,819.068,179.38768000000005,31.39,15.547,5.47,19.25,46.0,3.2,105.2,819.669,0.0,0.268,0.0,0.1829
232,2000-08-20,780.5044999999999,540.8490000000002,180.31109,28.755000000000003,15.631499999999999,7.7509999999999994,26.255000000000003,68.0,3.2,42.16,817.1015000000001,0.0,0.3335,0.0,0.18505
233,2000-08-21,823.753,612.373,180.17712,31.12,15.044,4.305,18.45,78.0,3.95,92.6,817.831,0.0,0.225,0.0,0.195
234,2000-08-22,794.5859999999999,571.9965,180.049715,33.06,13.9315,-1.9095,10.17,86.0,3.7,74.81,818.8555000000001,0.0,0.192,0.0,0.1994
235,2000-08-23,735.196,381.32,179.92864,31.14,13.965,1.868,15.62,92.0,2.7,51.46,819.6469999999998,0.0,0.532,0.0,0.1949
236,2000-08-24,806.0490000000001,593.0895,180.32031,32.23,15.318999999999999,4.1665,16.7,75.0,2.95,59.980000000000004,819.6560000000002,0.0,0.36,0.0,0.19355
237,2000-08-25,794.573,591.641,180.20623,33.18,16.000999999999998,4.9689999999999985,17.32,74.0,3.7,95.6,818.466,0.0,0.233,0.0,0.1972
238,2000-08-26,583.2245,171.8425,180.594695,29.88,15.5605,6.655500000000001,23.27,89.0,2.2,65.39,817.874,0.0,0.532,0.0,0.1879
239,2000-08-27,883.092,903.7525,179.25627999999998,31.305,16.133499999999998,7.0665,22.060000000000002,23.0,3.2,109.05,815.3205,0.0,0.293,0.0,0.1884
240,2000-08-28,490.399,104.055,168.53624,23.37,14.674,9.384,40.95,95.0,3.7,52.41,820.915,0.0,0.241,0.0,0.1897
241,2000-08-29,255.4415,2.199715,171.39272000000003,21.560000000000002,14.4285,10.8645,47.205,100.0,2.45,233.55,818.7230000000002,0.0,0.16699999999999998,0.0,0.17625000000000002
242,2000-08-30,906.892,904.5605,178.27952,29.46,12.488,-1.4435,13.045,31.0,7.575,291.5,812.187,0.0,0.2225,0.0,0.1851
243,2000-08-31,570.915,268.5365,179.866575,18.0,10.358,4.486500000000001,40.81,74.0,3.2,35.415,812.9145,0.0,0.21500000000000002,0.0,0.18215
244,2000-09-01,867.502,952.4580000000001,180.01839,22.405,12.974,6.5985,35.825,13.0,3.7,119.69999999999999,815.0885000000001,0.0,0.501,0.0,0.1791
245,2000-09-02,878.44,997.508,180.16956499999998,27.075,13.309000000000001,3.025,21.34,14.0,3.45,93.15,817.9770000000001,0.0,0.35150000000000003,0.0,0.1796
246,2000-09-03,863.799,956.678,180.08956,24.76,12.693,3.998,26.0,16.0,4.45,126.5,821.643,0.0,0.443,0.0,0.1819
247,2000-09-04,853.1354999999999,938.4169999999999,180.012825,28.880000000000003,13.6555,2.316,18.16,12.0,3.45,55.265,824.3415,0.0,0.2745,0.0,0.1815
248,2000-09-05,872.638,946.1935,180.617685,34.04,15.002,0.33599999999999997,11.594999999999999,28.0,4.2,118.5,823.5935,0.0,0.32,0.0,0.18585000000000002
249,2000-09-06,867.684,851.4830000000002,180.09242,33.42,13.438,-4.3039999999999985,8.15,33.0,5.2,285.0,821.0010000000002,0.0,0.184,0.0,0.1869
250,2000-09-07,752.122,565.879,179.35581000000005,30.08,12.879,-1.238,12.84,90.0,4.45,54.94,810.867,0.0,0.222,0.0,0.2042
251,2000-09-08,151.6005,0.730775,182.814255,-0.2005,-0.2005,-0.2005,100.0,100.0,4.2,21.75,824.456,14.22,0.532,1.0,0.1627
252,2000-09-09,246.795,1.00729,203.67881,0.838,0.475,-0.181,96.8,100.0,0.7,29.23,825.5830000000002,0.762,3.2430000000000003,0.0,0.4207
253,2000-09-10,275.2175,2.031865,179.176325,6.906499999999999,4.3759999999999994,1.7395,69.555,99.0,1.45,134.8,824.5705,0.508,0.206,0.0,0.1743
254,2000-09-11,841.3845,871.3155,180.191765,17.884999999999998,8.593499999999999,-0.1065,29.42,43.0,4.45,268.65,817.5585,0.0,0.288,0.0,0.181
255,2000-09-12,840.6260000000002,992.374,180.55272,24.12,10.695,-1.6780000000000002,17.26,16.0,3.2,120.8,819.885,0.0,0.34700000000000003,0.0,0.1794
256,2000-09-13,835.959,998.941,179.43368999999996,26.5,11.695,-0.848,16.45,16.0,3.2,103.1,823.3510000000001,0.0,0.329,0.0,0.1813
257,2000-09-14,822.7330000000002,940.328,180.00447,27.45,12.473,1.575,18.86,34.0,2.95,97.4,824.4069999999998,0.0,0.231,0.0,0.1824
258,2000-09-15,763.6060000000001,708.8185,179.53073,28.62,11.7085,-3.987,10.97,78.0,2.95,90.15,822.149,0.0,0.2325,0.0,0.1887
259,2000-09-16,685.921,456.656,179.47557,20.76,11.45,4.4910000000000005,33.93,96.0,3.2,54.46,827.215,0.0,0.199,0.0,0.1961
260,2000-09-17,711.732,561.128,180.03178,27.17,12.763,1.758,19.13,90.0,2.95,90.1,822.67,0.0,0.205,0.0,0.1975
261,2000-09-18,700.6619999999998,573.431,180.57849,23.52,12.658,4.7639999999999985,30.41,83.0,2.2,50.5,822.586,0.0,0.16899999999999998,0.0,0.1927
262,2000-09-19,402.644,65.1371,182.31562,27.5,12.042,-1.294,14.96,93.0,3.2,113.4,816.966,0.0,0.155,0.0,0.1853
263,2000-09-20,337.6090000000001,33.9696,180.0565,22.91,12.835,5.3820000000000014,33.32,92.0,2.2,53.81,819.518,0.0,0.195,0.0,0.1799
264,2000-09-21,778.7289999999998,863.159,179.40768,27.55,13.102,2.71,19.97,60.0,3.7,78.56,820.8439999999998,0.0,0.16899999999999998,0.0,0.1905
265,2000-09-22,537.648,380.589,179.354495,25.630000000000003,12.3345,1.8685,21.630000000000003,65.0,1.95,119.30000000000001,820.198,0.0,0.532,0.0,0.18864999999999998
266,2000-09-23,753.3535,810.6845000000002,180.656795,26.58,11.658999999999999,-1.915,14.875,43.0,3.2,116.15,820.5775,0.0,0.265,0.0,0.1953
267,2000-09-24,685.125,695.7275,180.01676,27.66,12.196000000000002,-1.2534999999999998,14.56,86.0,2.95,132.6,817.5569999999999,0.0,0.2315,0.0,0.19394999999999998
268,2000-09-25,657.0055,438.5450000000001,180.14811500000002,24.84,12.8885,3.9195,26.46,97.0,2.2,58.93,816.3009999999999,0.0,0.2305,0.0,0.19335
269,2000-09-26,516.722,110.058,179.33118000000005,28.48,11.792,-3.103,12.32,98.0,2.95,133.8,811.8739999999998,0.0,0.532,0.0,0.1975
270,2000-09-27,294.311,2.41946,179.46358999999995,9.08,4.53,-0.199,52.49,98.0,2.2,77.49,821.53,0.0,0.532,0.0,0.1917
271,2000-09-28,756.5985000000001,977.3599999999999,179.40653,13.09,4.2555,-6.6080000000000005,22.64,17.0,2.7,65.58500000000001,826.3615,0.0,0.296,0.0,0.2007
272,2000-09-29,745.9114999999999,998.4855,179.533515,24.064999999999998,10.3125,-2.645,16.439999999999998,18.0,3.7,130.85000000000002,822.2365,0.0,0.3115,0.0,0.19829999999999998
273,2000-09-30,712.2869999999998,841.0089999999999,179.10726,19.92,9.176,-1.145,23.31,19.0,3.2,79.95,825.297,0.0,0.293,0.0,0.2077
274,2000-10-01,712.788,873.557,181.04968,16.31,7.704,-0.8320000000000001,31.12,22.0,2.95,120.4,827.1210000000002,0.0,0.266,0.0,0.209
275,2000-10-02,520.719,293.011,178.99059,19.42,8.036,-3.452,20.27,79.0,1.95,110.5,820.8889999999999,0.0,0.182,0.0,0.2053
276,2000-10-03,665.5704999999998,738.7860000000001,180.00542000000002,16.41,8.0125,-0.056,33.010000000000005,44.0,3.2,107.5,822.7895000000001,0.0,0.306,0.0,0.2116
277,2000-10-04,714.046,961.0505,180.1141,24.405,9.8525,-4.42,13.39,18.0,3.2,126.95,820.0944999999999,0.0,0.293,0.0,0.2084
278,2000-10-05,691.9075,866.3294999999998,179.51294499999997,25.675,9.415,-8.4785,9.02,34.0,6.45,288.65,819.6915,0.0,0.24,0.0,0.2151
279,2000-10-06,703.903,918.598,180.14476,26.82,10.118,-7.785,8.94,25.0,2.7,109.2,820.914,0.0,0.315,0.0,0.2089
280,2000-10-07,673.878,856.8639999999998,178.85151000000005,25.47,9.715,-7.073,10.38,34.0,2.95,97.2,821.056,0.0,0.25,0.0,0.2147
281,2000-10-08,672.2489999999998,824.7489999999998,179.99213,26.63,10.434,-6.047999999999999,10.51,40.0,2.95,94.9,816.6189999999998,0.0,0.209,0.0,0.2136
282,2000-10-09,663.9359999999999,823.0575,179.570525,26.875,10.729,-4.827500000000001,11.38,55.0,3.2,98.4,815.9525000000001,0.0,0.2195,0.0,0.20915
283,2000-10-10,667.88,897.6389999999999,179.49267,23.4,9.73,-3.617,15.94,24.0,2.45,75.64,814.823,0.0,0.532,0.0,0.2111
284,2000-10-11,636.436,855.779,180.59685,21.01,8.544,-3.265,20.04,44.0,8.7,278.4,807.753,0.0,0.532,0.0,0.2171
285,2000-10-12,645.1220000000001,977.399,180.17138,20.535,7.272,-8.2005,12.684999999999999,21.0,8.45,277.85,816.493,0.0,0.2255,0.0,0.2199
286,2000-10-13,665.182,967.331,180.08233,19.38,7.661,-4.732,18.68,21.0,2.7,27.88,820.565,0.0,0.269,0.0,0.2094
287,2000-10-14,678.1155,903.748,179.99142999999998,25.36,10.169,-4.4575,13.2,31.0,4.2,125.9,812.3005,0.0,0.23349999999999999,0.0,0.21315
288,2000-10-15,567.71,679.8330000000002,179.56948,8.61,3.343,-2.611,44.43,38.0,2.2,77.77,822.138,0.0,0.532,0.0,0.2191
289,2000-10-16,586.313,644.73,179.96738,15.04,5.626,-4.631,22.95,54.0,2.7,133.6,817.3380000000002,0.0,0.264,0.0,0.2188
290,2000-10-17,309.181,9.61854,180.03201,19.36,7.687,-4.684,18.11,96.0,3.2,254.2,812.52,0.0,0.532,0.0,0.2075
291,2000-10-18,173.095,1.45662,180.09255,2.693,1.815,0.883,86.8,98.0,1.2,60.84,817.561,0.0,0.532,0.0,0.2006
292,2000-10-19,359.293,38.51605,179.988665,17.19,7.651,-0.6245,26.975,99.0,1.575,39.849999999999994,814.646,0.0,0.532,0.0,0.2082
293,2000-10-20,286.474,5.8758599999999985,179.56412,18.88,7.342,-5.254,18.41,99.0,2.95,128.0,813.79,0.0,0.142,0.0,0.2062
294,2000-10-21,567.553,485.099,180.56638,17.36,8.333,-0.389,29.87,94.0,2.45,79.3,811.3969999999998,0.0,0.235,0.0,0.2156
295,2000-10-22,74.74355,0.5777110000000001,179.50734999999997,1.2075,1.193,1.15,100.0,99.0,1.95,41.135,814.3375000000001,0.0,0.532,0.15,0.17985
296,2000-10-23,243.26749999999998,0.913477,182.6789,-3.2865,-4.125500000000001,-5.3469999999999995,85.3,98.0,1.45,142.14999999999998,823.0040000000001,0.0,0.2115,0.0,0.17395
297,2000-10-24,524.235,548.6619999999998,180.05973999999995,12.39,6.16,-0.265,41.71,67.0,2.7,69.48,808.987,0.508,0.256,0.0,0.209
298,2000-10-25,188.213,0.557959,180.40285,-10.94,-11.469,-12.963,82.8,98.0,3.95,22.23,819.029,0.0,0.532,0.0,0.5683
299,2000-10-26,428.9495,69.77520000000001,181.506055,-9.385000000000002,-10.5945,-13.905000000000001,67.045,95.0,1.7,57.215,819.4475000000001,3.81,10.045,0.0,0.78335
300,2000-10-27,623.198,1020.51,180.45525,4.947,-0.682,-10.544,34.25,6.0,2.45,140.2,817.1489999999999,0.0,7.107,0.0,0.6361
301,2000-10-28,573.5885000000001,962.966,180.01992,10.08,4.177,-2.4050000000000002,40.8,8.0,3.7,34.260000000000005,818.275,0.0,1.9815,0.0,0.2344
302,2000-10-29,570.159,984.297,180.49154,17.11,7.308,-2.67,25.09,13.0,2.2,116.3,819.216,0.0,0.379,0.0,0.2081
303,2000-10-30,573.106,998.1205,179.152515,17.255000000000003,6.608499999999999,-6.1345,19.56,14.0,2.7,111.94999999999999,818.8105,0.0,0.3605,0.0,0.21545
304,2000-10-31,547.9395,916.053,180.36242,14.2,5.62,-2.536,31.0,20.0,5.2,62.325,821.8,0.0,0.255,0.0,0.21995
305,2000-11-01,560.485,986.1675,179.47634,19.17,6.8325,-7.0605,16.064999999999998,16.0,3.2,102.9,826.445,0.0,0.4015,0.0,0.2192
306,2000-11-02,554.362,996.604,179.92505,21.56,7.657999999999999,-9.826,10.42,15.0,2.7,119.7,825.4739999999998,0.0,0.392,0.0,0.2197
307,2000-11-03,469.9865,792.0219999999999,179.48345,22.770000000000003,8.629,-7.667,12.370000000000001,56.0,2.2,106.75,819.635,0.0,0.2545,0.0,0.2148
308,2000-11-04,519.0304999999998,912.7585,179.48085,22.105,9.247,-3.2525,17.33,15.0,5.95,278.8,821.5615,0.0,0.277,0.0,0.22344999999999998
309,2000-11-05,531.707,960.206,180.49208,21.71,8.619,-6.3870000000000005,14.56,18.0,3.45,129.1,824.51,0.0,0.429,0.0,0.2241
310,2000-11-06,325.46700000000004,146.91750000000002,180.910255,20.12,7.2995,-8.6845,12.975,95.0,2.45,29.805,813.422,0.0,0.219,0.0,0.20675
311,2000-11-07,262.17400000000004,9.50499,180.45646,20.54,8.918,-2.037,21.57,94.0,4.2,205.5,805.6410000000002,0.0,0.161,0.0,0.19899999999999998
312,2000-11-08,525.684,986.955,179.57313,12.56,2.494,-12.711,13.81,13.0,3.95,227.9,803.332,0.0,0.262,0.0,0.2322
313,2000-11-09,59.3185,0.740647,183.2552,-0.7609999999999999,-1.193,-1.867,95.5,97.0,2.95,43.39,809.992,0.0,0.257,1.0,0.2145
314,2000-11-10,515.818,984.077,180.37391,5.212999999999999,-0.334,-10.295,30.47,11.0,4.2,261.6,807.342,5.08,2.477,0.0,0.2533
315,2000-11-11,509.674,984.61,180.33878,5.903,-0.999,-12.888,21.62,11.0,2.45,97.0,811.69,0.0,0.32299999999999995,0.0,0.2296
316,2000-11-12,502.1335,959.2725,179.59668,4.9345,-0.7235,-9.049,32.644999999999996,11.0,3.45,134.9,815.6705,0.0,0.402,0.0,0.2328
317,2000-11-13,505.062,975.6945,180.39745,14.26,3.3550000000000004,-13.410499999999999,11.565000000000001,15.0,4.7,256.29999999999995,810.7615000000001,0.0,0.2775,0.0,0.23685
318,2000-11-14,359.245,256.552,177.98083,2.218,-2.136,-8.736,40.35,72.0,9.2,282.4,808.709,0.0,0.208,0.0,0.2362
319,2000-11-15,476.2635,952.924,180.57823000000002,11.594999999999999,3.516,-6.621499999999999,24.765,14.0,3.575,242.60000000000002,816.492,0.0,0.305,0.0,0.23625000000000002
320,2000-11-16,458.75800000000004,765.1619999999999,180.52347,16.39,6.519500000000001,-4.827500000000001,22.01,40.0,2.2,111.94999999999999,823.0084999999999,0.0,0.2965,0.0,0.22685
321,2000-11-17,476.828,974.235,180.05223,19.89,6.982,-9.77,11.97,20.0,1.95,105.1,821.441,0.0,0.309,0.0,0.2361
322,2000-11-18,267.4945,78.42005,180.40407,19.16,7.310499999999999,-5.124,17.810000000000002,97.0,1.2,99.95,814.3140000000001,0.0,0.1945,0.0,0.20885
323,2000-11-19,452.427,931.1315,180.06626,14.78,6.6645,-2.0860000000000003,32.55,14.0,2.45,31.355,815.5435,0.0,0.3105,0.0,0.23585
324,2000-11-20,443.825,847.097,180.13584,8.55,1.786,-8.6,28.57,20.0,2.45,72.42,825.2710000000002,0.0,0.222,0.0,0.2334
325,2000-11-21,329.235,785.327,180.06571,5.431,0.069,-7.433,36.07,22.0,1.2,70.74,821.561,0.0,0.316,0.0,0.23800000000000002
326,2000-11-22,451.575,959.898,180.12777999999997,4.399,-1.7930000000000001,-12.706,23.14,12.0,2.325,120.8,823.9965000000001,0.0,0.342,0.0,0.2461
327,2000-11-23,433.635,825.682,180.05128000000002,13.27,5.3645000000000005,-3.3445,30.41,21.0,2.45,62.46,807.0189999999999,0.0,0.3215,0.0,0.24085
328,2000-11-24,214.941,2.15776,180.10622,-0.308,-1.939,-4.716,72.86,95.0,1.95,289.0,813.5239999999999,2.286,12.49,0.0,0.8921
329,2000-11-25,452.0630000000001,977.272,180.02365,8.54,2.893,-4.192,39.3,8.0,0.95,68.11,810.3789999999998,0.0,8.72,0.0,0.7226
330,2000-11-26,433.587,901.1195,180.071825,4.889999999999999,0.2,-6.288,41.935,10.0,2.45,129.8,814.698,0.0,6.506500000000001,0.0,0.6246
331,2000-11-27,441.753,954.6105,179.98350000000002,2.4365,-0.8140000000000001,-5.428,51.57,7.0,1.95,45.85,821.0675000000001,0.0,5.621499999999999,0.0,0.5579000000000001
332,2000-11-28,439.497,981.762,180.02528,11.94,2.938,-9.803,20.07,10.0,2.2,129.6,816.985,0.0,3.777,0.0,0.4876
333,2000-11-29,424.798,929.245,179.93151,2.437,-2.091,-9.684,37.0,10.0,2.45,93.5,827.132,0.0,0.388,0.0,0.4187
334,2000-11-30,438.8505,984.3135,179.967275,13.165,2.565,-15.2,10.73,11.0,2.2,130.5,817.9114999999999,0.0,0.4575,0.0,0.34035
